Year_Quarter_Key,Year,Quarter,_date,five_year_Mortgage_Rates
20174,2017,4,2017-10-25,4.99
20174,2017,4,2017-11-01,4.99
20174,2017,4,2017-11-08,4.99
20174,2017,4,2017-11-15,4.99
20174,2017,4,2017-11-22,4.99
20174,2017,4,2017-11-29,4.99
20174,2017,4,2017-12-06,4.99
20174,2017,4,2017-12-13,4.99
20174,2017,4,2017-12-20,4.99
20174,2017,4,2017-12-27,4.99
20181,2018,1,2018-01-03,4.99
20181,2018,1,2018-01-10,4.99
20181,2018,1,2018-01-17,5.14
20181,2018,1,2018-01-24,5.14
20181,2018,1,2018-01-31,5.14
20181,2018,1,2018-02-07,5.14
20181,2018,1,2018-02-14,5.14
20181,2018,1,2018-02-21,5.14
20181,2018,1,2018-02-28,5.14
20181,2018,1,2018-03-07,5.14
20181,2018,1,2018-03-14,5.14
20181,2018,1,2018-03-21,5.14
20181,2018,1,2018-03-28,5.14
20182,2018,2,2018-04-04,5.14
20182,2018,2,2018-04-11,5.14
20182,2018,2,2018-04-18,5.14
20182,2018,2,2018-04-25,5.14
20182,2018,2,2018-05-02,5.14
20182,2018,2,2018-05-09,5.34
20182,2018,2,2018-05-16,5.34
20182,2018,2,2018-05-23,5.34
20182,2018,2,2018-05-30,5.34
20182,2018,2,2018-06-06,5.34
20182,2018,2,2018-06-13,5.34
20182,2018,2,2018-06-20,5.34
20182,2018,2,2018-06-27,5.34
20183,2018,3,2018-07-04,5.34
20183,2018,3,2018-07-11,5.34
20183,2018,3,2018-07-18,5.34
20183,2018,3,2018-07-25,5.34
20183,2018,3,2018-08-01,5.34
20183,2018,3,2018-08-08,5.34
20183,2018,3,2018-08-15,5.34
20183,2018,3,2018-08-22,5.34
20183,2018,3,2018-08-29,5.34
20183,2018,3,2018-09-05,5.34
20183,2018,3,2018-09-12,5.34
20183,2018,3,2018-09-19,5.34
20183,2018,3,2018-09-26,5.34
20184,2018,4,2018-10-03,5.34
20184,2018,4,2018-10-10,5.34
20184,2018,4,2018-10-17,5.34
20184,2018,4,2018-10-24,5.34
20184,2018,4,2018-10-31,5.34
20184,2018,4,2018-11-07,5.34
20184,2018,4,2018-11-14,5.34
20184,2018,4,2018-11-21,5.34
20184,2018,4,2018-11-28,5.34
20184,2018,4,2018-12-05,5.34
20184,2018,4,2018-12-12,5.34
20184,2018,4,2018-12-19,5.34
20184,2018,4,2018-12-26,5.34
20191,2019,1,2019-01-02,5.34
20191,2019,1,2019-01-09,5.34
20191,2019,1,2019-01-16,5.34
20191,2019,1,2019-01-23,5.34
20191,2019,1,2019-01-30,5.34
20191,2019,1,2019-02-06,5.34
20191,2019,1,2019-02-13,5.34
20191,2019,1,2019-02-20,5.34
20191,2019,1,2019-02-27,5.34
20191,2019,1,2019-03-06,5.34
20191,2019,1,2019-03-13,5.34
20191,2019,1,2019-03-20,5.34
20191,2019,1,2019-03-27,5.34
20192,2019,2,2019-04-03,5.34
20192,2019,2,2019-04-10,5.34
20192,2019,2,2019-04-17,5.34
20192,2019,2,2019-04-24,5.34
20192,2019,2,2019-05-01,5.34
20192,2019,2,2019-05-08,5.34
20192,2019,2,2019-05-15,5.34
20192,2019,2,2019-05-22,5.34
20192,2019,2,2019-05-29,5.34
20192,2019,2,2019-06-05,5.34
20192,2019,2,2019-06-12,5.34
20192,2019,2,2019-06-19,5.34
20192,2019,2,2019-06-26,5.34
20193,2019,3,2019-07-03,5.34
20193,2019,3,2019-07-10,5.34
20193,2019,3,2019-07-17,5.19
20193,2019,3,2019-07-24,5.19
20193,2019,3,2019-07-31,5.19
20193,2019,3,2019-08-07,5.19
20193,2019,3,2019-08-14,5.19
20193,2019,3,2019-08-21,5.19
20193,2019,3,2019-08-28,5.19
20193,2019,3,2019-09-04,5.19
20193,2019,3,2019-09-11,5.19
20193,2019,3,2019-09-18,5.19
20193,2019,3,2019-09-25,5.19
20194,2019,4,2019-10-02,5.19
20194,2019,4,2019-10-09,5.19
20194,2019,4,2019-10-16,5.19
20194,2019,4,2019-10-23,5.19
20194,2019,4,2019-10-30,5.19
20194,2019,4,2019-11-06,5.19
20194,2019,4,2019-11-13,5.19
20194,2019,4,2019-11-20,5.19
20194,2019,4,2019-11-27,5.19
20194,2019,4,2019-12-04,5.19
20194,2019,4,2019-12-11,5.19
20194,2019,4,2019-12-18,5.19
20194,2019,4,2019-12-25,5.19
20201,2020,1,2020-01-01,5.19
20201,2020,1,2020-01-08,5.19
20201,2020,1,2020-01-15,5.19
20201,2020,1,2020-01-22,5.19
20201,2020,1,2020-01-29,5.19
20201,2020,1,2020-02-05,5.19
20201,2020,1,2020-02-12,5.19
20201,2020,1,2020-02-19,5.19
20201,2020,1,2020-02-26,5.19
20201,2020,1,2020-03-04,5.19
20201,2020,1,2020-03-11,5.19
20201,2020,1,2020-03-18,5.04
20201,2020,1,2020-03-25,5.04
20202,2020,2,2020-04-01,5.04
20202,2020,2,2020-04-08,5.04
20202,2020,2,2020-04-15,5.04
20202,2020,2,2020-04-22,5.04
20202,2020,2,2020-04-29,5.04
20202,2020,2,2020-05-06,5.04
20202,2020,2,2020-05-13,5.04
20202,2020,2,2020-05-20,4.94
20202,2020,2,2020-05-27,4.94
20202,2020,2,2020-06-03,4.94
20202,2020,2,2020-06-10,4.94
20202,2020,2,2020-06-17,4.94
20202,2020,2,2020-06-24,4.94
20203,2020,3,2020-07-01,4.94
20203,2020,3,2020-07-08,4.94
20203,2020,3,2020-07-15,4.94
20203,2020,3,2020-07-22,4.94
20203,2020,3,2020-07-29,4.94
20203,2020,3,2020-08-05,4.94
20203,2020,3,2020-08-12,4.79
20203,2020,3,2020-08-19,4.79
20203,2020,3,2020-08-26,4.79
20203,2020,3,2020-09-02,4.79
20203,2020,3,2020-09-09,4.79
20203,2020,3,2020-09-16,4.79
20203,2020,3,2020-09-23,4.79
20203,2020,3,2020-09-30,4.79
20204,2020,4,2020-10-07,4.79
20204,2020,4,2020-10-14,4.79
20204,2020,4,2020-10-21,4.79
20204,2020,4,2020-10-28,4.79
20204,2020,4,2020-11-04,4.79
20204,2020,4,2020-11-11,4.79
20204,2020,4,2020-11-18,4.79
20204,2020,4,2020-11-25,4.79
20204,2020,4,2020-12-02,4.79
20204,2020,4,2020-12-09,4.79
20204,2020,4,2020-12-16,4.79
20204,2020,4,2020-12-23,4.79
20204,2020,4,2020-12-30,4.79
20211,2021,1,2021-01-06,4.79
20211,2021,1,2021-01-13,4.79
20211,2021,1,2021-01-20,4.79
20211,2021,1,2021-01-27,4.79
20211,2021,1,2021-02-03,4.79
20211,2021,1,2021-02-10,4.79
20211,2021,1,2021-02-17,4.79
20211,2021,1,2021-02-24,4.79
20211,2021,1,2021-03-03,4.79
20211,2021,1,2021-03-10,4.79
20211,2021,1,2021-03-17,4.79
20211,2021,1,2021-03-24,4.79
20211,2021,1,2021-03-31,4.79
20212,2021,2,2021-04-07,4.79
20212,2021,2,2021-04-14,4.79
20212,2021,2,2021-04-21,4.79
20212,2021,2,2021-04-28,4.79
20212,2021,2,2021-05-05,4.79
20212,2021,2,2021-05-12,4.79
20212,2021,2,2021-05-19,4.79
20212,2021,2,2021-05-26,4.79
20212,2021,2,2021-06-02,4.79
20212,2021,2,2021-06-09,4.79
20212,2021,2,2021-06-16,4.79
20212,2021,2,2021-06-23,4.79
20212,2021,2,2021-06-30,4.79
20213,2021,3,2021-07-07,4.79
20213,2021,3,2021-07-14,4.79
20213,2021,3,2021-07-21,4.79
20213,2021,3,2021-07-28,4.79
20213,2021,3,2021-08-04,4.79
20213,2021,3,2021-08-11,4.79
20213,2021,3,2021-08-18,4.79
20213,2021,3,2021-08-25,4.79
20213,2021,3,2021-09-01,4.79
20213,2021,3,2021-09-08,4.79
20213,2021,3,2021-09-15,4.79
20213,2021,3,2021-09-22,4.79
20213,2021,3,2021-09-29,4.79
20214,2021,4,2021-10-06,4.79
20214,2021,4,2021-10-13,4.79
20214,2021,4,2021-10-20,4.79
20214,2021,4,2021-10-27,4.79
20214,2021,4,2021-11-03,4.79
20214,2021,4,2021-11-10,4.79
20214,2021,4,2021-11-17,4.79
20214,2021,4,2021-11-24,4.79
20214,2021,4,2021-12-01,4.79
20214,2021,4,2021-12-08,4.79
20214,2021,4,2021-12-15,4.79
20214,2021,4,2021-12-22,4.79
20214,2021,4,2021-12-29,4.79
20221,2022,1,2022-01-05,4.79
20221,2022,1,2022-01-12,4.79
20221,2022,1,2022-01-19,4.79
20221,2022,1,2022-01-26,4.79
20221,2022,1,2022-02-02,4.79
20221,2022,1,2022-02-09,4.79
20221,2022,1,2022-02-16,4.79
20221,2022,1,2022-02-23,4.79
20221,2022,1,2022-03-02,4.79
20221,2022,1,2022-03-09,4.79
20221,2022,1,2022-03-16,4.79
20221,2022,1,2022-03-23,4.79
20221,2022,1,2022-03-30,4.79
20222,2022,2,2022-04-06,4.79
20222,2022,2,2022-04-13,4.79
20222,2022,2,2022-04-20,4.99
20222,2022,2,2022-04-27,4.99
20222,2022,2,2022-05-04,4.99
20222,2022,2,2022-05-11,4.99
20222,2022,2,2022-05-18,4.99
20222,2022,2,2022-05-25,5.39
20222,2022,2,2022-06-01,5.39
20222,2022,2,2022-06-08,5.39
20222,2022,2,2022-06-15,5.64
20222,2022,2,2022-06-22,6.04
20222,2022,2,2022-06-29,6.04
20223,2022,3,2022-07-06,6.04
20223,2022,3,2022-07-13,6.04
20223,2022,3,2022-07-20,6.04
20223,2022,3,2022-07-27,6.14
20223,2022,3,2022-08-03,6.14
20223,2022,3,2022-08-10,6.14
20223,2022,3,2022-08-17,6.14
20223,2022,3,2022-08-24,6.14
20223,2022,3,2022-08-31,6.14
20223,2022,3,2022-09-07,6.14
20223,2022,3,2022-09-14,6.14
20223,2022,3,2022-09-21,6.14
