community,building_type,_date,average_price
Downsview-Roding-CFB,Semi-Detached,2022Q2,1095027.5733486733
Downsview-Roding-CFB,Semi-Detached,2022Q3,1121882.570609519
Downsview-Roding-CFB,Semi-Detached,2022Q4,1095241.9367562265
Downsview-Roding-CFB,Semi-Detached,2023Q1,1161786.7620273456
Downsview-Roding-CFB,Semi-Detached,2023Q2,1200515.7675747522
Downsview-Roding-CFB,Semi-Detached,2023Q3,1195199.78583396
Dufferin Grove,Att/Row/Twnhouse,2022Q1,1355197.8136442108
Dufferin Grove,Att/Row/Twnhouse,2022Q2,1593243.0592286359
Dufferin Grove,Att/Row/Twnhouse,2022Q3,1671361.742560995
Dufferin Grove,Att/Row/Twnhouse,2022Q4,1457674.9664605253
Dufferin Grove,Att/Row/Twnhouse,2023Q1,1555794.3049170512
Dufferin Grove,Att/Row/Twnhouse,2023Q2,1879807.851552425
Dufferin Grove,Att/Row/Twnhouse,2023Q3,1937598.3307768265
Dufferin Grove,Condo Apt,2022Q1,1069766.899985653
Dufferin Grove,Condo Apt,2022Q2,860678.1419522337
Dufferin Grove,Condo Apt,2022Q3,1023941.6510190838
Dufferin Grove,Condo Apt,2022Q4,1332198.716623693
Dufferin Grove,Condo Apt,2023Q1,1275544.2357948876
Dufferin Grove,Condo Apt,2023Q2,1240679.3872572705
Dufferin Grove,Condo Apt,2023Q3,1400036.1303810766
Dufferin Grove,Detached,2022Q1,2036466.476267359
Dufferin Grove,Detached,2022Q2,2246651.823418812
Dufferin Grove,Detached,2022Q3,2217526.918933813
Dufferin Grove,Detached,2022Q4,2318034.175437992
Dufferin Grove,Detached,2023Q1,2317454.742223983
Dufferin Grove,Detached,2023Q2,2289681.743948978
Dufferin Grove,Detached,2023Q3,2103349.4449456222
Dufferin Grove,Semi-Detached,2022Q1,1584007.511060285
Dufferin Grove,Semi-Detached,2022Q2,1928031.7785872114
Dufferin Grove,Semi-Detached,2022Q3,1884576.0903330666
Dufferin Grove,Semi-Detached,2022Q4,1928346.071517966
Dufferin Grove,Semi-Detached,2023Q1,1818179.8182133553
Dufferin Grove,Semi-Detached,2023Q2,1777044.8075262955
Dufferin Grove,Semi-Detached,2023Q3,1603845.0268959668
East End-Danforth,Att/Row/Twnhouse,2022Q1,1234397.1640770854
East End-Danforth,Att/Row/Twnhouse,2022Q2,1351324.7428237258
East End-Danforth,Att/Row/Twnhouse,2022Q3,1427559.9737490045
East End-Danforth,Att/Row/Twnhouse,2022Q4,1366751.5142819525
East End-Danforth,Att/Row/Twnhouse,2023Q1,1535929.0575028234
East End-Danforth,Att/Row/Twnhouse,2023Q2,1481438.8701482732
East End-Danforth,Att/Row/Twnhouse,2023Q3,1454622.215703442
East End-Danforth,Condo Apt,2022Q1,614114.8331038308
East End-Danforth,Condo Apt,2022Q2,630364.6788833354
East End-Danforth,Condo Apt,2022Q3,707105.3201089815
East End-Danforth,Condo Apt,2022Q4,778318.9877177087
East End-Danforth,Condo Apt,2023Q1,870305.8939197586
East End-Danforth,Condo Apt,2023Q2,912544.0522012609
East End-Danforth,Condo Apt,2023Q3,1013051.5103706365
East End-Danforth,Detached,2022Q1,1712329.2853558727
East End-Danforth,Detached,2022Q2,1908905.773249599
East End-Danforth,Detached,2022Q3,1928547.0880215352
East End-Danforth,Detached,2022Q4,1848314.9813184626
East End-Danforth,Detached,2023Q1,2143575.224911768
East End-Danforth,Detached,2023Q2,2117589.913228653
East End-Danforth,Detached,2023Q3,2184732.764529241
East End-Danforth,Semi-Detached,2022Q1,1275038.2191232778
East End-Danforth,Semi-Detached,2022Q2,1382230.7773283126
East End-Danforth,Semi-Detached,2022Q3,1424254.2148504527
East End-Danforth,Semi-Detached,2022Q4,1501376.4007361298
East End-Danforth,Semi-Detached,2023Q1,1518690.3611051557
East End-Danforth,Semi-Detached,2023Q2,1558766.3426267484
East End-Danforth,Semi-Detached,2023Q3,1542977.6495725163
East York,Detached,2022Q1,1585387.5571028532
East York,Detached,2022Q2,1648428.5803980096
East York,Detached,2022Q3,1679944.5397966907
East York,Detached,2022Q4,1914893.5135170848
East York,Detached,2023Q1,1936651.833504498
East York,Detached,2023Q2,1857091.292277598
East York,Detached,2023Q3,1898006.738465265
East York,Semi-Detached,2022Q1,1104275.1615842397
East York,Semi-Detached,2022Q2,1228084.8825972422
East York,Semi-Detached,2022Q3,1325296.56795169
East York,Semi-Detached,2022Q4,1357383.0991937679
East York,Semi-Detached,2023Q1,1415775.25366151
East York,Semi-Detached,2023Q2,1595139.425177634
East York,Semi-Detached,2023Q3,1660282.5808578003
Edenbridge-Humber Valley,Condo Apt,2022Q1,816385.4947893338
Edenbridge-Humber Valley,Condo Apt,2022Q2,734575.9445511941
Edenbridge-Humber Valley,Condo Apt,2022Q3,920360.7044856802
Edenbridge-Humber Valley,Condo Apt,2022Q4,892523.3734486885
Edenbridge-Humber Valley,Condo Apt,2023Q1,936407.929571163
Edenbridge-Humber Valley,Condo Apt,2023Q2,970847.2337732764
Edenbridge-Humber Valley,Condo Apt,2023Q3,1017370.0409300149
Edenbridge-Humber Valley,Detached,2022Q1,3444458.212077956
Edenbridge-Humber Valley,Detached,2022Q2,4112035.0704866704
Edenbridge-Humber Valley,Detached,2022Q3,4243509.3881709725
Edenbridge-Humber Valley,Detached,2022Q4,4452227.412075714
Edenbridge-Humber Valley,Detached,2023Q1,4242793.696493633
Edenbridge-Humber Valley,Detached,2023Q2,4179970.5429515564
Edenbridge-Humber Valley,Detached,2023Q3,4173484.357699118
Eglinton East,Condo Apt,2022Q1,520473.7718513902
Eglinton East,Condo Apt,2022Q2,588905.0312140718
Eglinton East,Condo Apt,2022Q3,607645.9790749986
Eglinton East,Condo Apt,2022Q4,679855.9639160873
Eglinton East,Condo Apt,2023Q1,737333.8357939135
Eglinton East,Condo Apt,2023Q2,784506.203239458
Eglinton East,Condo Apt,2023Q3,831405.2955743171
Eglinton East,Detached,2022Q1,1257710.4843493472
Eglinton East,Detached,2022Q2,1467131.9759687944
Eglinton East,Detached,2022Q3,1414277.2139614646
Eglinton East,Detached,2022Q4,1469306.0249118903
Eglinton East,Detached,2023Q1,1516811.4751817116
Eglinton East,Detached,2023Q2,1508753.1944861107
Eglinton East,Detached,2023Q3,1496188.8412791209
Elms-Old Rexdale,Condo Apt,2022Q1,462484.53738816065
Elms-Old Rexdale,Condo Apt,2022Q2,536420.5260248024
Elms-Old Rexdale,Condo Apt,2022Q3,544247.1675704313
Elms-Old Rexdale,Condo Apt,2022Q4,617691.2520364645
Elms-Old Rexdale,Condo Apt,2023Q1,643569.708000519
Elms-Old Rexdale,Condo Apt,2023Q2,742839.7975615562
Elms-Old Rexdale,Condo Apt,2023Q3,760797.9076511347
Elms-Old Rexdale,Detached,2022Q1,1140268.2459727714
Elms-Old Rexdale,Detached,2022Q2,1214537.8221201368
Elms-Old Rexdale,Detached,2022Q3,1206164.9220450693
Elms-Old Rexdale,Detached,2022Q4,1155429.798959344
Elms-Old Rexdale,Detached,2023Q1,1243798.8703084495
Elms-Old Rexdale,Detached,2023Q2,1287752.5333512386
Elms-Old Rexdale,Detached,2023Q3,1253719.9025721368
Englemount-Lawrence,Condo Apt,2022Q1,677010.5540382738
Englemount-Lawrence,Condo Apt,2022Q2,677808.4638599706
Englemount-Lawrence,Condo Apt,2022Q3,695075.0358059171
Englemount-Lawrence,Condo Apt,2022Q4,747870.7934142712
Englemount-Lawrence,Condo Apt,2023Q1,782213.3572812338
Englemount-Lawrence,Condo Apt,2023Q2,860576.0134239265
Englemount-Lawrence,Condo Apt,2023Q3,851350.319820067
Englemount-Lawrence,Detached,2022Q1,2226017.5626047645
Englemount-Lawrence,Detached,2022Q2,2126064.26038672
Englemount-Lawrence,Detached,2022Q3,2322061.4092785153
Englemount-Lawrence,Detached,2022Q4,2274680.8082001153
Englemount-Lawrence,Detached,2023Q1,2598787.9544817535
Englemount-Lawrence,Detached,2023Q2,2552396.5534824342
Englemount-Lawrence,Detached,2023Q3,2622017.3008007742
Eringate-Centennial-West Deane,Condo Apt,2022Q1,624197.4966725273
Eringate-Centennial-West Deane,Condo Apt,2022Q2,677607.6498636851
Eringate-Centennial-West Deane,Condo Apt,2022Q3,692533.7313034057
Eringate-Centennial-West Deane,Condo Apt,2022Q4,741480.1810229566
Eringate-Centennial-West Deane,Condo Apt,2023Q1,804517.1917031541
Eringate-Centennial-West Deane,Condo Apt,2023Q2,860372.7744316746
Eringate-Centennial-West Deane,Condo Apt,2023Q3,853265.118328099
Eringate-Centennial-West Deane,Detached,2022Q1,1399987.7429943145
Eringate-Centennial-West Deane,Detached,2022Q2,1509592.4304997572
Eringate-Centennial-West Deane,Detached,2022Q3,1493106.8785005705
Eringate-Centennial-West Deane,Detached,2022Q4,1586447.869473467
Eringate-Centennial-West Deane,Detached,2023Q1,1620972.5406633946
Eringate-Centennial-West Deane,Detached,2023Q2,1601401.030298328
Eringate-Centennial-West Deane,Detached,2023Q3,1601914.047775742
Eringate-Centennial-West Deane,Semi-Detached,2022Q1,977922.5182341026
Eringate-Centennial-West Deane,Semi-Detached,2022Q2,968142.4419129906
Eringate-Centennial-West Deane,Semi-Detached,2022Q3,1020234.1336771285
Eringate-Centennial-West Deane,Semi-Detached,2022Q4,1030842.3009359668
Eringate-Centennial-West Deane,Semi-Detached,2023Q1,1083684.0672248222
Eringate-Centennial-West Deane,Semi-Detached,2023Q2,1139288.4365230915
Eringate-Centennial-West Deane,Semi-Detached,2023Q3,1186278.4896887075
Etobicoke West Mall,Condo Apt,2022Q1,594639.332600313
Etobicoke West Mall,Condo Apt,2022Q2,640184.7874837198
Etobicoke West Mall,Condo Apt,2022Q3,690248.188059723
Etobicoke West Mall,Condo Apt,2022Q4,736477.5124876813
Etobicoke West Mall,Condo Apt,2023Q1,805786.2191062556
Etobicoke West Mall,Condo Apt,2023Q2,862934.0431027511
Etobicoke West Mall,Condo Apt,2023Q3,921590.7988840273
Etobicoke West Mall,Detached,2022Q1,1433917.405006321
Etobicoke West Mall,Detached,2022Q2,1592093.5025572935
Etobicoke West Mall,Detached,2022Q3,1669731.994812986
Etobicoke West Mall,Detached,2022Q4,1688063.3208155406
Etobicoke West Mall,Detached,2023Q1,1793724.0059183266
Etobicoke West Mall,Detached,2023Q2,1775581.0339613112
Etobicoke West Mall,Detached,2023Q3,1771442.2786332578
Flemingdon Park,Condo Apt,2022Q1,557883.8772302574
Flemingdon Park,Condo Apt,2022Q2,618083.2461969487
Flemingdon Park,Condo Apt,2022Q3,645448.2906112107
Flemingdon Park,Condo Apt,2022Q4,685650.9994005344
Flemingdon Park,Condo Apt,2023Q1,707751.763432467
Flemingdon Park,Condo Apt,2023Q2,781658.19529943
Flemingdon Park,Condo Apt,2023Q3,803426.4596166571
Forest Hill North,Detached,2022Q1,3243683.83604938
Forest Hill North,Detached,2022Q2,3636107.416812419
Forest Hill North,Detached,2022Q3,3475804.91993175
Forest Hill North,Detached,2022Q4,3760899.1175325625
Forest Hill North,Detached,2023Q1,3959154.270024918
Forest Hill North,Detached,2023Q2,3591004.6181861544
Forest Hill North,Detached,2023Q3,3597663.9955455954
Forest Hill South,Condo Apt,2022Q1,1302548.7418074862
Forest Hill South,Condo Apt,2022Q2,1799059.9619656894
Forest Hill South,Condo Apt,2022Q3,1753325.9150671011
Forest Hill South,Condo Apt,2022Q4,1789695.5569238276
Forest Hill South,Condo Apt,2023Q1,1725790.584421858
Forest Hill South,Condo Apt,2023Q2,1800229.3906800402
Forest Hill South,Condo Apt,2023Q3,1810140.1637777078
Forest Hill South,Detached,2022Q1,5648408.733412622
Forest Hill South,Detached,2022Q2,6883618.551350468
Forest Hill South,Detached,2022Q3,6405442.399412046
Forest Hill South,Detached,2022Q4,6960551.781954112
Forest Hill South,Detached,2023Q1,6753443.934622435
Forest Hill South,Detached,2023Q2,6649524.564186944
Forest Hill South,Detached,2023Q3,6449944.22838816
Glenfield-Jane Heights,Condo Apt,2022Q1,455005.4269649475
Glenfield-Jane Heights,Condo Apt,2022Q2,526534.1061691379
Glenfield-Jane Heights,Condo Apt,2022Q3,541875.849711323
Glenfield-Jane Heights,Condo Apt,2022Q4,580937.2386462131
Glenfield-Jane Heights,Condo Apt,2023Q1,617849.0607088024
Glenfield-Jane Heights,Condo Apt,2023Q2,703781.3079760442
Glenfield-Jane Heights,Condo Apt,2023Q3,750081.467250864
Glenfield-Jane Heights,Detached,2022Q1,1297642.9028017013
Glenfield-Jane Heights,Detached,2022Q2,1498642.5309422982
Glenfield-Jane Heights,Detached,2022Q3,1567191.4432567232
Glenfield-Jane Heights,Detached,2022Q4,1586848.3070690967
Glenfield-Jane Heights,Detached,2023Q1,1623091.8574866627
Glenfield-Jane Heights,Detached,2023Q2,1599846.9008726971
Glenfield-Jane Heights,Detached,2023Q3,1609150.882811047
Glenfield-Jane Heights,Semi-Detached,2022Q1,1096415.1131128895
Glenfield-Jane Heights,Semi-Detached,2022Q2,1187329.466451689
Glenfield-Jane Heights,Semi-Detached,2022Q3,1223953.18959342
Glenfield-Jane Heights,Semi-Detached,2022Q4,1291767.1846689768
Glenfield-Jane Heights,Semi-Detached,2023Q1,1354230.3320610446
Glenfield-Jane Heights,Semi-Detached,2023Q2,1409070.4676889477
Glenfield-Jane Heights,Semi-Detached,2023Q3,1421967.7874507692
Greenwood-Coxwell,Att/Row/Twnhouse,2022Q1,1109286.8489236685
Greenwood-Coxwell,Att/Row/Twnhouse,2022Q2,1220064.4086789435
Greenwood-Coxwell,Att/Row/Twnhouse,2022Q3,1138063.4995610307
Greenwood-Coxwell,Att/Row/Twnhouse,2022Q4,1300078.2826237818
Greenwood-Coxwell,Att/Row/Twnhouse,2023Q1,1406977.8534384908
Greenwood-Coxwell,Att/Row/Twnhouse,2023Q2,1375594.4096498368
Greenwood-Coxwell,Att/Row/Twnhouse,2023Q3,1349172.6977309112
Greenwood-Coxwell,Detached,2022Q1,1490188.6533790694
Greenwood-Coxwell,Detached,2022Q2,1631714.2941676995
Greenwood-Coxwell,Detached,2022Q3,1549134.550344041
Greenwood-Coxwell,Detached,2022Q4,1608288.4295381934
Greenwood-Coxwell,Detached,2023Q1,1582674.0861578158
Greenwood-Coxwell,Detached,2023Q2,1600016.6291388585
Greenwood-Coxwell,Detached,2023Q3,1585208.6671503938
Greenwood-Coxwell,Semi-Detached,2022Q1,1294532.9525994998
Greenwood-Coxwell,Semi-Detached,2022Q2,1420443.4931783513
Greenwood-Coxwell,Semi-Detached,2022Q3,1446795.9230033727
Greenwood-Coxwell,Semi-Detached,2022Q4,1460641.0450601315
Greenwood-Coxwell,Semi-Detached,2023Q1,1497596.85215063
Greenwood-Coxwell,Semi-Detached,2023Q2,1601024.0574371791
Greenwood-Coxwell,Semi-Detached,2023Q3,1650790.1138158767
Guildwood,Condo Apt,2022Q1,713908.5615254744
Guildwood,Condo Apt,2022Q2,740776.8648704044
Guildwood,Condo Apt,2022Q3,770510.7884389475
Guildwood,Condo Apt,2022Q4,841431.0318215528
Guildwood,Condo Apt,2023Q1,873708.8287113768
Guildwood,Condo Apt,2023Q2,907064.0387433722
Guildwood,Condo Apt,2023Q3,903531.4013975782
Guildwood,Detached,2022Q1,1399186.2199177884
Guildwood,Detached,2022Q2,1529623.1588171646
Guildwood,Detached,2022Q3,1588200.890629976
Guildwood,Detached,2022Q4,1560177.5785202652
Guildwood,Detached,2023Q1,1592730.3627289778
Guildwood,Detached,2023Q2,1401557.614148909
Guildwood,Detached,2023Q3,1312736.6902780547
Henry Farm,Condo Apt,2022Q1,688317.9685752047
Henry Farm,Condo Apt,2022Q2,730798.9683390257
Henry Farm,Condo Apt,2022Q3,768274.2136411452
Henry Farm,Condo Apt,2022Q4,788010.3603214874
Henry Farm,Condo Apt,2023Q1,853246.3065604923
Henry Farm,Condo Apt,2023Q2,864586.2002931967
Henry Farm,Condo Apt,2023Q3,881645.0247232766
Henry Farm,Detached,2022Q1,2086562.0422353987
Henry Farm,Detached,2022Q2,2065070.2731491067
Henry Farm,Detached,2022Q3,2375965.118809843
Henry Farm,Detached,2022Q4,2158759.8589756535
Henry Farm,Detached,2023Q1,2433554.368734992
Henry Farm,Detached,2023Q2,2434810.32668998
Henry Farm,Detached,2023Q3,2579554.9352533696
High Park North,Condo Apt,2022Q1,863765.6720890432
High Park North,Condo Apt,2022Q2,960350.6442942836
High Park North,Condo Apt,2022Q3,986615.866421949
High Park North,Condo Apt,2022Q4,1032938.6740521952
High Park North,Condo Apt,2023Q1,1113066.3920298452
High Park North,Condo Apt,2023Q2,1196174.8763526683
High Park North,Condo Apt,2023Q3,1250285.2378021264
High Park North,Detached,2022Q1,2286918.9220520663
High Park North,Detached,2022Q2,2485629.4759505577
High Park North,Detached,2022Q3,2493868.3911178187
High Park North,Detached,2022Q4,2448640.0336369537
High Park North,Detached,2023Q1,2594666.694955961
High Park North,Detached,2023Q2,2462243.8472276465
High Park North,Detached,2023Q3,2390229.8367213723
High Park North,Semi-Detached,2022Q1,1651412.788757155
High Park North,Semi-Detached,2022Q2,1825298.5119600755
High Park North,Semi-Detached,2022Q3,1792711.7623641295
High Park North,Semi-Detached,2022Q4,1846231.7154214955
High Park North,Semi-Detached,2023Q1,1821177.7352029553
High Park North,Semi-Detached,2023Q2,1894035.0604027552
High Park North,Semi-Detached,2023Q3,1904459.2074710762
High Park-Swansea,Condo Apt,2022Q1,735299.028103023
High Park-Swansea,Condo Apt,2022Q2,794207.7487038417
High Park-Swansea,Condo Apt,2022Q3,834073.2185121721
High Park-Swansea,Condo Apt,2022Q4,917359.2539251199
High Park-Swansea,Condo Apt,2023Q1,925623.8624641438
High Park-Swansea,Condo Apt,2023Q2,982323.5105064911
High Park-Swansea,Condo Apt,2023Q3,1071469.647217723
High Park-Swansea,Detached,2022Q1,2384947.052855192
High Park-Swansea,Detached,2022Q2,2682397.872582189
High Park-Swansea,Detached,2022Q3,2852769.163845656
High Park-Swansea,Detached,2022Q4,2792886.57741781
High Park-Swansea,Detached,2023Q1,2977581.5009576823
High Park-Swansea,Detached,2023Q2,2933242.4713947126
High Park-Swansea,Detached,2023Q3,2986637.7915899963
High Park-Swansea,Semi-Detached,2022Q1,1670771.3521163343
High Park-Swansea,Semi-Detached,2022Q2,1792717.8183682307
High Park-Swansea,Semi-Detached,2022Q3,1683905.7112316303
High Park-Swansea,Semi-Detached,2022Q4,1763972.2791451463
High Park-Swansea,Semi-Detached,2023Q1,1794853.8721331588
High Park-Swansea,Semi-Detached,2023Q2,2038549.711536725
High Park-Swansea,Semi-Detached,2023Q3,1892854.8713142734
Highland Creek,Detached,2022Q1,1606195.290920168
Highland Creek,Detached,2022Q2,1721730.912237596
Highland Creek,Detached,2022Q3,1758477.150643138
Highland Creek,Detached,2022Q4,1760443.8692781809
Highland Creek,Detached,2023Q1,1807405.368364617
Highland Creek,Detached,2023Q2,1754032.7502316812
Highland Creek,Detached,2023Q3,1630181.0782542096
Hillcrest Village,Condo Apt,2022Q1,1142397.1578776445
Hillcrest Village,Condo Apt,2022Q2,1390143.09381831
Hillcrest Village,Condo Apt,2022Q3,1319748.4646356006
Hillcrest Village,Condo Apt,2022Q4,1373641.7774105112
Hillcrest Village,Condo Apt,2023Q1,1420510.9475452767
Hillcrest Village,Condo Apt,2023Q2,1425630.3483242488
Hillcrest Village,Condo Apt,2023Q3,1220541.521607974
Hillcrest Village,Detached,2022Q1,1815210.3891300673
Hillcrest Village,Detached,2022Q2,1956901.827015981
Hillcrest Village,Detached,2022Q3,1967436.158084308
Hillcrest Village,Detached,2022Q4,2043267.0701207968
Hillcrest Village,Detached,2023Q1,2137415.779733678
Hillcrest Village,Detached,2023Q2,1993597.7590911484
Hillcrest Village,Detached,2023Q3,1765877.9740437882
Hillcrest Village,Semi-Detached,2022Q1,1215084.7592947586
Hillcrest Village,Semi-Detached,2022Q2,1277233.3483211903
Hillcrest Village,Semi-Detached,2022Q3,1281695.9202038185
Hillcrest Village,Semi-Detached,2022Q4,1274157.493908808
Hillcrest Village,Semi-Detached,2023Q1,1349150.793935723
Hillcrest Village,Semi-Detached,2023Q2,1348882.1723787049
Hillcrest Village,Semi-Detached,2023Q3,1269271.15673035
Humber Heights,Condo Apt,2022Q1,678653.3219341541
Humber Heights,Condo Apt,2022Q2,744753.2232138978
Humber Heights,Condo Apt,2022Q3,769777.6979516859
Humber Heights,Condo Apt,2022Q4,816317.9477342775
Humber Heights,Condo Apt,2023Q1,880953.1630529917
Humber Heights,Condo Apt,2023Q2,937088.7210805867
Humber Heights,Condo Apt,2023Q3,1008754.3681268513
Humber Heights,Detached,2022Q1,1619225.38070998
Humber Heights,Detached,2022Q2,1738809.7752978196
Humber Heights,Detached,2022Q3,1733638.1916579232
Humber Heights,Detached,2022Q4,1824790.4342771166
Humber Heights,Detached,2023Q1,1989213.0912626963
Humber Heights,Detached,2023Q2,2052825.205650145
Humber Heights,Detached,2023Q3,1930303.251664489
Humber Summit,Condo Apt,2022Q1,554322.7050817632
Humber Summit,Condo Apt,2022Q2,650010.3614714765
Humber Summit,Condo Apt,2022Q3,669938.6256741979
Humber Summit,Condo Apt,2022Q4,727807.529288935
Humber Summit,Condo Apt,2023Q1,800015.3818957802
Humber Summit,Condo Apt,2023Q2,749723.1896986978
Humber Summit,Condo Apt,2023Q3,965057.8462218955
Humber Summit,Detached,2022Q1,1456608.2242147452
Humber Summit,Detached,2022Q2,1621744.0353895165
Humber Summit,Detached,2022Q3,1568128.7290097682
Humber Summit,Detached,2022Q4,1589740.6643782859
Humber Summit,Detached,2023Q1,1715478.0190351908
Humber Summit,Detached,2023Q2,1692747.016460252
Humber Summit,Detached,2023Q3,1504158.9960713696
Humber Summit,Semi-Detached,2022Q1,1046278.7039071735
Humber Summit,Semi-Detached,2022Q2,1133411.6961705107
Humber Summit,Semi-Detached,2022Q3,1167622.7091054562
Humber Summit,Semi-Detached,2022Q4,1201353.3233953915
Humber Summit,Semi-Detached,2023Q1,1249297.9092492505
Humber Summit,Semi-Detached,2023Q2,1269738.941085901
Humber Summit,Semi-Detached,2023Q3,1282341.3804204417
Humberlea-Pelmo Park W4,Detached,2022Q1,1199995.5472605142
Humberlea-Pelmo Park W4,Detached,2022Q2,1476264.5565066854
Humberlea-Pelmo Park W4,Detached,2022Q3,1549305.0314762834
Humberlea-Pelmo Park W4,Detached,2022Q4,1582418.3163882622
Humberlea-Pelmo Park W4,Detached,2023Q1,1575365.1369983503
Humberlea-Pelmo Park W4,Detached,2023Q2,1665223.0653032328
Humberlea-Pelmo Park W4,Detached,2023Q3,1527118.2504854742
Humberlea-Pelmo Park W5,Condo Apt,2022Q1,536322.7847342268
Humberlea-Pelmo Park W5,Condo Apt,2022Q2,543159.3685417279
Humberlea-Pelmo Park W5,Condo Apt,2022Q3,580227.5749395386
Humberlea-Pelmo Park W5,Condo Apt,2022Q4,606513.6516196512
Humberlea-Pelmo Park W5,Condo Apt,2023Q1,662885.9911418854
Humberlea-Pelmo Park W5,Condo Apt,2023Q2,685941.8720900879
Humberlea-Pelmo Park W5,Condo Apt,2023Q3,754163.6663311265
Humberlea-Pelmo Park W5,Detached,2022Q1,1417136.9938941838
Humberlea-Pelmo Park W5,Detached,2022Q2,1610673.8234715103
Humberlea-Pelmo Park W5,Detached,2022Q3,1489461.361259552
Humberlea-Pelmo Park W5,Detached,2022Q4,1551744.9835611845
Humberlea-Pelmo Park W5,Detached,2023Q1,1441774.6252901636
Humberlea-Pelmo Park W5,Detached,2023Q2,1418932.6573822028
Humberlea-Pelmo Park W5,Detached,2023Q3,1223988.2163253366
Humbermede,Condo Apt,2022Q1,397314.54573664843
Humbermede,Condo Apt,2022Q2,431919.4752702134
Humbermede,Condo Apt,2022Q3,467509.46064549865
Humbermede,Condo Apt,2022Q4,445526.52741787425
Humbermede,Condo Apt,2023Q1,490043.65839749714
Humbermede,Condo Apt,2023Q2,533036.2009473926
Humbermede,Condo Apt,2023Q3,591514.9220960634
Humbermede,Detached,2022Q1,1195649.9453731112
Humbermede,Detached,2022Q2,1250277.781049728
Humbermede,Detached,2022Q3,1487578.929173548
Humbermede,Detached,2022Q4,1513269.2964381913
Humbermede,Detached,2023Q1,1498883.69104923
Humbermede,Detached,2023Q2,1497745.202002786
Humbermede,Detached,2023Q3,1509506.0466292677
Humbermede,Semi-Detached,2022Q1,1061285.7107932407
Humbermede,Semi-Detached,2022Q2,1159622.5439388582
Humbermede,Semi-Detached,2022Q3,1196040.1849137372
Humbermede,Semi-Detached,2022Q4,1208918.8814176521
Humbermede,Semi-Detached,2023Q1,1261391.5950499428
Humbermede,Semi-Detached,2023Q2,1284077.7947234144
Humbermede,Semi-Detached,2023Q3,1289279.3950014687
Humewood-Cedarvale,Detached,2022Q1,2462376.3341434794
Humewood-Cedarvale,Detached,2022Q2,2630163.01838068
Humewood-Cedarvale,Detached,2022Q3,2772416.087144704
Humewood-Cedarvale,Detached,2022Q4,2832277.16534361
Humewood-Cedarvale,Detached,2023Q1,3018062.422058482
Humewood-Cedarvale,Detached,2023Q2,3260022.436359166
Humewood-Cedarvale,Detached,2023Q3,3316952.9115387835
Humewood-Cedarvale,Semi-Detached,2022Q1,1776015.6558832328
Humewood-Cedarvale,Semi-Detached,2022Q2,1971623.3662524486
Humewood-Cedarvale,Semi-Detached,2022Q3,1963141.4383268026
Humewood-Cedarvale,Semi-Detached,2022Q4,2042926.3522082977
Humewood-Cedarvale,Semi-Detached,2023Q1,2211093.074620332
Humewood-Cedarvale,Semi-Detached,2023Q2,2247745.196064263
Humewood-Cedarvale,Semi-Detached,2023Q3,2148154.9199761315
Ionview,Condo Apt,2022Q1,433834.6026886684
Ionview,Condo Apt,2022Q2,432719.91413700575
Ionview,Condo Apt,2022Q3,463304.07754828886
Ionview,Condo Apt,2022Q4,497013.8405158494
Ionview,Condo Apt,2023Q1,558998.9432094025
Ionview,Condo Apt,2023Q2,593809.51312924
Ionview,Condo Apt,2023Q3,662826.7864349707
Ionview,Detached,2022Q1,1280268.0072371664
Ionview,Detached,2022Q2,1344396.0318159612
Ionview,Detached,2022Q3,1528273.7826086553
Ionview,Detached,2022Q4,1450375.3339920857
Ionview,Detached,2023Q1,1584613.2786992213
Ionview,Detached,2023Q2,1589516.721496511
Ionview,Detached,2023Q3,1541430.845422456
Ionview,Semi-Detached,2022Q1,910081.4436154045
Ionview,Semi-Detached,2022Q2,1006116.6840505608
Ionview,Semi-Detached,2022Q3,1009557.5371687959
Ionview,Semi-Detached,2022Q4,1045118.9410840331
Ionview,Semi-Detached,2023Q1,1086102.497552947
Ionview,Semi-Detached,2023Q2,1162242.7389442753
Ionview,Semi-Detached,2023Q3,1232279.9409837942
Islington-City Centre West,Att/Row/Twnhouse,2022Q1,1576837.0321157398
Islington-City Centre West,Att/Row/Twnhouse,2022Q2,1639440.088085866
Islington-City Centre West,Att/Row/Twnhouse,2022Q3,1766354.2320065876
Islington-City Centre West,Att/Row/Twnhouse,2022Q4,1819281.0837659277
Islington-City Centre West,Att/Row/Twnhouse,2023Q1,1884680.8124039948
Islington-City Centre West,Att/Row/Twnhouse,2023Q2,1841857.0174901888
Islington-City Centre West,Att/Row/Twnhouse,2023Q3,1919857.0205821688
Islington-City Centre West,Condo Apt,2022Q1,685960.7983791863
Islington-City Centre West,Condo Apt,2022Q2,750626.8651651047
Islington-City Centre West,Condo Apt,2022Q3,786222.0906822569
Islington-City Centre West,Condo Apt,2022Q4,824613.0232045482
Islington-City Centre West,Condo Apt,2023Q1,899612.1675308112
Islington-City Centre West,Condo Apt,2023Q2,941547.7072769221
Islington-City Centre West,Condo Apt,2023Q3,979943.983092794
Islington-City Centre West,Detached,2022Q1,1987480.7924684482
Islington-City Centre West,Detached,2022Q2,2176505.167764395
Islington-City Centre West,Detached,2022Q3,2113184.396238034
