community,building_type,_date,average_price
Mount Pleasant West,Detached,2022Q1,2901568.0655495715
Mount Pleasant West,Detached,2022Q2,3090305.381752199
Mount Pleasant West,Detached,2022Q3,3106781.6928704386
Mount Pleasant West,Detached,2022Q4,3081600.4207713627
Mount Pleasant West,Detached,2023Q1,3023378.2185724387
Mount Pleasant West,Detached,2023Q2,2576537.486969368
Mount Pleasant West,Detached,2023Q3,2440493.56431777
Mount Pleasant West,Semi-Detached,2022Q1,1884522.8773484714
Mount Pleasant West,Semi-Detached,2022Q2,1992267.977802611
Mount Pleasant West,Semi-Detached,2022Q3,2161426.1877850657
Mount Pleasant West,Semi-Detached,2022Q4,2293126.5586630143
Mount Pleasant West,Semi-Detached,2023Q1,2356235.466034712
Mount Pleasant West,Semi-Detached,2023Q2,2539857.6546986126
Mount Pleasant West,Semi-Detached,2023Q3,2681307.414010959
New Toronto,Condo Apt,2022Q1,535584.9102458586
New Toronto,Condo Apt,2022Q2,525340.72985231
New Toronto,Condo Apt,2022Q3,555875.9768816257
New Toronto,Condo Apt,2022Q4,589523.8395977933
New Toronto,Condo Apt,2023Q1,589881.0805394965
New Toronto,Condo Apt,2023Q2,655594.7678117445
New Toronto,Condo Apt,2023Q3,705746.3583380274
New Toronto,Detached,2022Q1,1460288.3565258724
New Toronto,Detached,2022Q2,1580713.19571255
New Toronto,Detached,2022Q3,1776142.3407970576
New Toronto,Detached,2022Q4,1779554.251835419
New Toronto,Detached,2023Q1,1809584.2590407042
New Toronto,Detached,2023Q2,1905765.8351202607
New Toronto,Detached,2023Q3,1951932.5732850307
New Toronto,Semi-Detached,2022Q1,1259653.402147247
New Toronto,Semi-Detached,2022Q2,1309939.3323819544
New Toronto,Semi-Detached,2022Q3,1267623.9147988537
New Toronto,Semi-Detached,2022Q4,1246175.1545822253
New Toronto,Semi-Detached,2023Q1,1264722.0892023658
New Toronto,Semi-Detached,2023Q2,1484037.0137485529
New Toronto,Semi-Detached,2023Q3,1649638.1293786087
Newtonbrook East,Condo Apt,2022Q1,703640.2669307434
Newtonbrook East,Condo Apt,2022Q2,754674.5883978729
Newtonbrook East,Condo Apt,2022Q3,784424.3671746501
Newtonbrook East,Condo Apt,2022Q4,830964.5683364185
Newtonbrook East,Condo Apt,2023Q1,934820.1602473499
Newtonbrook East,Condo Apt,2023Q2,998886.2039684205
Newtonbrook East,Condo Apt,2023Q3,1025688.8285523623
Newtonbrook East,Detached,2022Q1,2914325.531900048
Newtonbrook East,Detached,2022Q2,3348050.61251378
Newtonbrook East,Detached,2022Q3,3722975.116092759
Newtonbrook East,Detached,2022Q4,3533383.21868766
Newtonbrook East,Detached,2023Q1,3820688.964258427
Newtonbrook East,Detached,2023Q2,3691931.7545470255
Newtonbrook East,Detached,2023Q3,3608811.1563237654
Newtonbrook West,Att/Row/Twnhouse,2022Q1,1251886.3972644147
Newtonbrook West,Att/Row/Twnhouse,2022Q2,1283745.5473833017
Newtonbrook West,Att/Row/Twnhouse,2022Q3,1443979.3337366178
Newtonbrook West,Att/Row/Twnhouse,2022Q4,1487876.9573752221
Newtonbrook West,Att/Row/Twnhouse,2023Q1,1518575.7230752164
Newtonbrook West,Att/Row/Twnhouse,2023Q2,1604637.4414332695
Newtonbrook West,Att/Row/Twnhouse,2023Q3,1690385.1755228143
Newtonbrook West,Condo Apt,2022Q1,701761.3707579785
Newtonbrook West,Condo Apt,2022Q2,731996.6606228456
Newtonbrook West,Condo Apt,2022Q3,797479.1673841251
Newtonbrook West,Condo Apt,2022Q4,836252.5264417201
Newtonbrook West,Condo Apt,2023Q1,909943.5450582184
Newtonbrook West,Condo Apt,2023Q2,949872.0423013954
Newtonbrook West,Condo Apt,2023Q3,1000529.4834757289
Newtonbrook West,Detached,2022Q1,2094565.4173378667
Newtonbrook West,Detached,2022Q2,2259544.4744676137
Newtonbrook West,Detached,2022Q3,2407946.8672819007
Newtonbrook West,Detached,2022Q4,2580750.7125706123
Newtonbrook West,Detached,2023Q1,2577284.3362199874
Newtonbrook West,Detached,2023Q2,2347905.808703041
Newtonbrook West,Detached,2023Q3,2294630.620983653
Newtonbrook West,Semi-Detached,2022Q1,1375825.8890601886
Newtonbrook West,Semi-Detached,2022Q2,1484231.280831927
Newtonbrook West,Semi-Detached,2022Q3,1640167.6359096882
Newtonbrook West,Semi-Detached,2022Q4,1709579.542764035
Newtonbrook West,Semi-Detached,2023Q1,1727422.641161091
Newtonbrook West,Semi-Detached,2023Q2,1823200.4048782382
Newtonbrook West,Semi-Detached,2023Q3,1730971.9198475257
Niagara,Att/Row/Twnhouse,2022Q1,1659350.9399755895
Niagara,Att/Row/Twnhouse,2022Q2,1753527.1193884339
Niagara,Att/Row/Twnhouse,2022Q3,1699544.0090376837
Niagara,Att/Row/Twnhouse,2022Q4,1670948.759282412
Niagara,Att/Row/Twnhouse,2023Q1,1818440.5466721775
Niagara,Att/Row/Twnhouse,2023Q2,1744629.8202054605
Niagara,Att/Row/Twnhouse,2023Q3,1742923.3264881764
Niagara,Condo Apt,2022Q1,760747.3878947946
Niagara,Condo Apt,2022Q2,837846.7924178716
Niagara,Condo Apt,2022Q3,885201.2186930417
Niagara,Condo Apt,2022Q4,973061.6018657191
Niagara,Condo Apt,2023Q1,1022860.1451647076
Niagara,Condo Apt,2023Q2,1086823.155701134
Niagara,Condo Apt,2023Q3,1128560.8593543135
Niagara,Semi-Detached,2022Q1,1914492.9427415796
Niagara,Semi-Detached,2022Q2,2372795.5191203947
Niagara,Semi-Detached,2022Q3,2606335.8313771635
Niagara,Semi-Detached,2022Q4,2642809.853241703
Niagara,Semi-Detached,2023Q1,2742365.1831365977
Niagara,Semi-Detached,2023Q2,3109493.64585886
Niagara,Semi-Detached,2023Q3,2844183.8410826847
North Riverdale,Detached,2022Q1,2290342.6276781363
North Riverdale,Detached,2022Q2,2260322.9705891055
North Riverdale,Detached,2022Q3,2481994.7906288635
North Riverdale,Detached,2022Q4,2504279.1365481205
North Riverdale,Detached,2023Q1,2702292.4446716583
North Riverdale,Detached,2023Q2,2867883.682847817
North Riverdale,Detached,2023Q3,2886687.5530054416
North Riverdale,Semi-Detached,2022Q1,1819708.4147326534
North Riverdale,Semi-Detached,2022Q2,2015721.2944850214
North Riverdale,Semi-Detached,2022Q3,1956369.5423161876
North Riverdale,Semi-Detached,2022Q4,2071779.4814429614
North Riverdale,Semi-Detached,2023Q1,2282311.3128505596
North Riverdale,Semi-Detached,2023Q2,2286137.282560167
North Riverdale,Semi-Detached,2023Q3,2200191.613172254
North St. James Town,Condo Apt,2022Q1,851427.4264955072
North St. James Town,Condo Apt,2022Q2,863322.6096507877
North St. James Town,Condo Apt,2022Q3,1006257.410144888
North St. James Town,Condo Apt,2022Q4,1120323.4503676349
North St. James Town,Condo Apt,2023Q1,1174875.4595728475
North St. James Town,Condo Apt,2023Q2,1350228.129587608
North St. James Town,Condo Apt,2023Q3,1399826.2973149493
O'Connor-Parkview,Condo Apt,2022Q1,514152.5782981644
O'Connor-Parkview,Condo Apt,2022Q2,505070.7988945717
O'Connor-Parkview,Condo Apt,2022Q3,532815.6854041679
O'Connor-Parkview,Condo Apt,2022Q4,558360.6546401219
O'Connor-Parkview,Condo Apt,2023Q1,644457.0728054566
O'Connor-Parkview,Condo Apt,2023Q2,707548.9102663113
O'Connor-Parkview,Condo Apt,2023Q3,793622.5678433158
O'Connor-Parkview,Detached,2022Q1,1692710.9800748045
O'Connor-Parkview,Detached,2022Q2,1716283.8270062227
O'Connor-Parkview,Detached,2022Q3,1700849.54615295
O'Connor-Parkview,Detached,2022Q4,1776672.9653315167
O'Connor-Parkview,Detached,2023Q1,1872059.8449069527
O'Connor-Parkview,Detached,2023Q2,1760560.0928480108
O'Connor-Parkview,Detached,2023Q3,1608469.1341913168
Oakridge,Condo Apt,2022Q1,571237.6689549518
Oakridge,Condo Apt,2022Q2,579141.7906562058
Oakridge,Condo Apt,2022Q3,592758.4582011945
Oakridge,Condo Apt,2022Q4,632465.1943063707
Oakridge,Condo Apt,2023Q1,678763.2887193642
Oakridge,Condo Apt,2023Q2,711291.1472940986
Oakridge,Condo Apt,2023Q3,725141.6790241974
Oakridge,Detached,2022Q1,1266638.220412476
Oakridge,Detached,2022Q2,1379939.4990831534
Oakridge,Detached,2022Q3,1312623.5562037115
Oakridge,Detached,2022Q4,1401271.9822393255
Oakridge,Detached,2023Q1,1412469.602730615
Oakridge,Detached,2023Q2,1510848.140992741
Oakridge,Detached,2023Q3,1469089.8483863808
Oakridge,Semi-Detached,2022Q1,850904.8119413529
Oakridge,Semi-Detached,2022Q2,918934.0205675204
Oakridge,Semi-Detached,2022Q3,1021730.8905787155
Oakridge,Semi-Detached,2022Q4,1026555.7215508567
Oakridge,Semi-Detached,2023Q1,1004506.0321293689
Oakridge,Semi-Detached,2023Q2,956410.7626182679
Oakridge,Semi-Detached,2023Q3,925020.8242917068
Oakwood-Vaughan,Detached,2022Q1,1584506.3123328835
Oakwood-Vaughan,Detached,2022Q2,1621120.3519173793
Oakwood-Vaughan,Detached,2022Q3,1712803.3624049057
Oakwood-Vaughan,Detached,2022Q4,1710175.3650770115
Oakwood-Vaughan,Detached,2023Q1,1768677.0568016132
Oakwood-Vaughan,Detached,2023Q2,1749457.136164822
Oakwood-Vaughan,Detached,2023Q3,1756811.532667563
Oakwood-Vaughan,Semi-Detached,2022Q1,1282447.3373208782
Oakwood-Vaughan,Semi-Detached,2022Q2,1289742.6182199337
Oakwood-Vaughan,Semi-Detached,2022Q3,1259860.622622824
Oakwood-Vaughan,Semi-Detached,2022Q4,1397778.5509570008
Oakwood-Vaughan,Semi-Detached,2023Q1,1474313.568737107
Oakwood-Vaughan,Semi-Detached,2023Q2,1530859.7576603123
Oakwood-Vaughan,Semi-Detached,2023Q3,1452999.5440557688
Palmerston-Little Italy,Att/Row/Twnhouse,2022Q1,1677702.1287546454
Palmerston-Little Italy,Att/Row/Twnhouse,2022Q2,2020727.797356255
Palmerston-Little Italy,Att/Row/Twnhouse,2022Q3,2034224.4045871433
Palmerston-Little Italy,Att/Row/Twnhouse,2022Q4,2174812.2937743207
Palmerston-Little Italy,Att/Row/Twnhouse,2023Q1,1962536.5393214412
Palmerston-Little Italy,Att/Row/Twnhouse,2023Q2,1813020.1547225819
Palmerston-Little Italy,Att/Row/Twnhouse,2023Q3,1345251.4055981254
Palmerston-Little Italy,Condo Apt,2022Q1,1014641.1045522151
Palmerston-Little Italy,Condo Apt,2022Q2,812601.1661655778
Palmerston-Little Italy,Condo Apt,2022Q3,842028.2276512703
Palmerston-Little Italy,Condo Apt,2022Q4,975544.6900149244
Palmerston-Little Italy,Condo Apt,2023Q1,1351430.2821822383
Palmerston-Little Italy,Condo Apt,2023Q2,1484443.5899104232
Palmerston-Little Italy,Condo Apt,2023Q3,1553632.253846877
Palmerston-Little Italy,Detached,2022Q1,2451955.2141680825
Palmerston-Little Italy,Detached,2022Q2,2287943.9716237662
Palmerston-Little Italy,Detached,2022Q3,2466621.464674201
Palmerston-Little Italy,Detached,2022Q4,2700675.0891752173
Palmerston-Little Italy,Detached,2023Q1,3143700.8428275874
Palmerston-Little Italy,Detached,2023Q2,3198980.73980837
Palmerston-Little Italy,Detached,2023Q3,3083110.372313684
Palmerston-Little Italy,Semi-Detached,2022Q1,2071891.434033277
Palmerston-Little Italy,Semi-Detached,2022Q2,2098279.75815602
Palmerston-Little Italy,Semi-Detached,2022Q3,2124789.53397829
Palmerston-Little Italy,Semi-Detached,2022Q4,1898192.9961998602
Palmerston-Little Italy,Semi-Detached,2023Q1,1989927.679551433
Palmerston-Little Italy,Semi-Detached,2023Q2,2090737.0315533637
Palmerston-Little Italy,Semi-Detached,2023Q3,1998457.2264932797
Parkwoods-Donalda,Condo Apt,2022Q1,669251.8630708489
Parkwoods-Donalda,Condo Apt,2022Q2,704232.8056753329
Parkwoods-Donalda,Condo Apt,2022Q3,745354.3282465021
Parkwoods-Donalda,Condo Apt,2022Q4,791860.6900497691
Parkwoods-Donalda,Condo Apt,2023Q1,878525.3584921997
Parkwoods-Donalda,Condo Apt,2023Q2,923154.8828810704
Parkwoods-Donalda,Condo Apt,2023Q3,946713.3742071436
Parkwoods-Donalda,Detached,2022Q1,2027761.7289744096
Parkwoods-Donalda,Detached,2022Q2,2156658.7467835876
Parkwoods-Donalda,Detached,2022Q3,2128989.201103482
Parkwoods-Donalda,Detached,2022Q4,2149016.1776187136
Parkwoods-Donalda,Detached,2023Q1,2029232.2566707907
Parkwoods-Donalda,Detached,2023Q2,1746927.0934072214
Parkwoods-Donalda,Detached,2023Q3,1555453.9052927154
Parkwoods-Donalda,Semi-Detached,2022Q1,1163757.4025635757
Parkwoods-Donalda,Semi-Detached,2022Q2,1272371.0167848608
Parkwoods-Donalda,Semi-Detached,2022Q3,1277028.8942450888
Parkwoods-Donalda,Semi-Detached,2022Q4,1354509.9505803196
Parkwoods-Donalda,Semi-Detached,2023Q1,1397330.0964071818
Parkwoods-Donalda,Semi-Detached,2023Q2,1395498.809195835
Parkwoods-Donalda,Semi-Detached,2023Q3,1340088.1850551926
Playter Estates-Danforth,Detached,2022Q1,2273049.647738947
Playter Estates-Danforth,Detached,2022Q2,2844176.4927904964
Playter Estates-Danforth,Detached,2022Q3,3030808.529793343
Playter Estates-Danforth,Detached,2022Q4,2422634.50819281
Playter Estates-Danforth,Detached,2023Q1,2704972.762324777
Playter Estates-Danforth,Detached,2023Q2,2779917.344144382
Playter Estates-Danforth,Detached,2023Q3,3116114.875545153
Playter Estates-Danforth,Semi-Detached,2022Q1,1862700.9536636062
Playter Estates-Danforth,Semi-Detached,2022Q2,1974203.0579130878
Playter Estates-Danforth,Semi-Detached,2022Q3,2080238.6216824965
Playter Estates-Danforth,Semi-Detached,2022Q4,2170202.186497425
Playter Estates-Danforth,Semi-Detached,2023Q1,2235799.530731198
Playter Estates-Danforth,Semi-Detached,2023Q2,2228709.599434353
Playter Estates-Danforth,Semi-Detached,2023Q3,2185574.1184614645
Pleasant View,Condo Apt,2022Q1,573603.5847523751
Pleasant View,Condo Apt,2022Q2,589111.8417772825
Pleasant View,Condo Apt,2022Q3,620462.4529179634
Pleasant View,Condo Apt,2022Q4,643677.9414426425
Pleasant View,Condo Apt,2023Q1,686908.5870347229
Pleasant View,Condo Apt,2023Q2,710881.5126221492
Pleasant View,Condo Apt,2023Q3,733377.0113246463
Pleasant View,Detached,2022Q1,1665965.0725879916
Pleasant View,Detached,2022Q2,1839938.132083826
Pleasant View,Detached,2022Q3,1830456.931548299
Pleasant View,Detached,2022Q4,1913228.2918705957
Pleasant View,Detached,2023Q1,1934622.0508038914
Pleasant View,Detached,2023Q2,1907532.1418423525
Pleasant View,Detached,2023Q3,1761063.573947511
Pleasant View,Semi-Detached,2022Q1,1237667.759147033
Pleasant View,Semi-Detached,2022Q2,1306341.4884556762
Pleasant View,Semi-Detached,2022Q3,1341462.7954080594
Pleasant View,Semi-Detached,2022Q4,1349995.3065749824
Pleasant View,Semi-Detached,2023Q1,1399175.7672996751
Pleasant View,Semi-Detached,2023Q2,1350629.1141624008
Pleasant View,Semi-Detached,2023Q3,1256746.3077212174
Princess-Rosethorn,Detached,2022Q1,2056767.1422678195
Princess-Rosethorn,Detached,2022Q2,2274666.9159543836
Princess-Rosethorn,Detached,2022Q3,2243427.7347347233
Princess-Rosethorn,Detached,2022Q4,2297111.000301543
Princess-Rosethorn,Detached,2023Q1,2440453.680443188
Princess-Rosethorn,Detached,2023Q2,2461536.4013454504
Princess-Rosethorn,Detached,2023Q3,2410633.5612717294
Regent Park,Condo Apt,2022Q1,749066.8710963079
Regent Park,Condo Apt,2022Q2,835722.2248726167
Regent Park,Condo Apt,2022Q3,888964.8069427849
Regent Park,Condo Apt,2022Q4,914228.6395726813
Regent Park,Condo Apt,2023Q1,1026786.8126213473
Regent Park,Condo Apt,2023Q2,1177087.8839408918
Regent Park,Condo Apt,2023Q3,1192594.0626385421
Rexdale-Kipling,Detached,2022Q1,1104326.8616372896
Rexdale-Kipling,Detached,2022Q2,1198499.615424776
Rexdale-Kipling,Detached,2022Q3,1178554.292992975
Rexdale-Kipling,Detached,2022Q4,1227062.1045375846
Rexdale-Kipling,Detached,2023Q1,1258515.2306400703
Rexdale-Kipling,Detached,2023Q2,1302031.2242712402
Rexdale-Kipling,Detached,2023Q3,1266647.7914355467
Rockcliffe-Smythe,Condo Apt,2022Q1,742170.1757446402
Rockcliffe-Smythe,Condo Apt,2022Q2,845782.6801504157
Rockcliffe-Smythe,Condo Apt,2022Q3,893439.0563452416
Rockcliffe-Smythe,Condo Apt,2022Q4,947160.5180449078
Rockcliffe-Smythe,Condo Apt,2023Q1,996140.6748262068
Rockcliffe-Smythe,Condo Apt,2023Q2,1060308.7380029194
Rockcliffe-Smythe,Condo Apt,2023Q3,1081207.7663388087
Rockcliffe-Smythe,Detached,2022Q1,1098725.1797073772
Rockcliffe-Smythe,Detached,2022Q2,1092984.3118750467
Rockcliffe-Smythe,Detached,2022Q3,1174590.3303598217
Rockcliffe-Smythe,Detached,2022Q4,1180146.8767930807
Rockcliffe-Smythe,Detached,2023Q1,1264241.7502574953
Rockcliffe-Smythe,Detached,2023Q2,1299139.9287217977
Rockcliffe-Smythe,Detached,2023Q3,1320080.8988731226
Rockcliffe-Smythe,Semi-Detached,2022Q1,1115332.8076963976
Rockcliffe-Smythe,Semi-Detached,2022Q2,1173093.5226659123
Rockcliffe-Smythe,Semi-Detached,2022Q3,1120598.8372433963
Rockcliffe-Smythe,Semi-Detached,2022Q4,1100907.2086720143
Rockcliffe-Smythe,Semi-Detached,2023Q1,1205400.7099437956
Rockcliffe-Smythe,Semi-Detached,2023Q2,1238750.9250115466
Rockcliffe-Smythe,Semi-Detached,2023Q3,1236779.037985691
Roncesvalles,Att/Row/Twnhouse,2022Q1,1480432.3598573029
Roncesvalles,Att/Row/Twnhouse,2022Q2,1659722.7305158412
Roncesvalles,Att/Row/Twnhouse,2022Q3,1786378.3076222376
Roncesvalles,Att/Row/Twnhouse,2022Q4,1858564.0811345258
Roncesvalles,Att/Row/Twnhouse,2023Q1,1690728.5613879426
Roncesvalles,Att/Row/Twnhouse,2023Q2,1810351.2216566792
Roncesvalles,Att/Row/Twnhouse,2023Q3,1883393.3802765848
Roncesvalles,Condo Apt,2022Q1,940409.5672606908
Roncesvalles,Condo Apt,2022Q2,996389.1871970084
Roncesvalles,Condo Apt,2022Q3,1150224.3831689477
Roncesvalles,Condo Apt,2022Q4,1158239.1087248542
Roncesvalles,Condo Apt,2023Q1,1290834.5865919006
Roncesvalles,Condo Apt,2023Q2,1251150.7292778108
Roncesvalles,Condo Apt,2023Q3,1358708.015355733
Roncesvalles,Detached,2022Q1,1988104.637251735
Roncesvalles,Detached,2022Q2,2368711.5902967528
Roncesvalles,Detached,2022Q3,2301081.381265905
Roncesvalles,Detached,2022Q4,2367210.463287412
Roncesvalles,Detached,2023Q1,2645845.2346352423
Roncesvalles,Detached,2023Q2,2595524.3625664297
Roncesvalles,Detached,2023Q3,2349698.603421479
Roncesvalles,Semi-Detached,2022Q1,1958722.4863055656
Roncesvalles,Semi-Detached,2022Q2,1986312.4475737715
Roncesvalles,Semi-Detached,2022Q3,2119363.8329032846
Roncesvalles,Semi-Detached,2022Q4,2166707.347426667
Roncesvalles,Semi-Detached,2023Q1,2304390.2348873536
Roncesvalles,Semi-Detached,2023Q2,2340282.790075232
Roncesvalles,Semi-Detached,2023Q3,2259466.679270397
Rosedale-Moore Park,Condo Apt,2022Q1,1434154.873528668
Rosedale-Moore Park,Condo Apt,2022Q2,1672226.0305633317
Rosedale-Moore Park,Condo Apt,2022Q3,1699999.3975772862
Rosedale-Moore Park,Condo Apt,2022Q4,1915039.834039267
Rosedale-Moore Park,Condo Apt,2023Q1,1818218.0894707516
Rosedale-Moore Park,Condo Apt,2023Q2,2029960.5240931513
Rosedale-Moore Park,Condo Apt,2023Q3,1717937.617037995
Rosedale-Moore Park,Detached,2022Q1,5444969.245749728
Rosedale-Moore Park,Detached,2022Q2,5762995.052926032
Rosedale-Moore Park,Detached,2022Q3,6262752.759067546
Rosedale-Moore Park,Detached,2022Q4,6683617.246004933
Rosedale-Moore Park,Detached,2023Q1,6647684.300641293
Rosedale-Moore Park,Detached,2023Q2,5848723.5232857
Rosedale-Moore Park,Detached,2023Q3,6343631.497819866
Rosedale-Moore Park,Semi-Detached,2022Q1,3079018.140146409
Rosedale-Moore Park,Semi-Detached,2022Q2,4356026.825114165
Rosedale-Moore Park,Semi-Detached,2022Q3,3669547.806187613
Rosedale-Moore Park,Semi-Detached,2022Q4,3525689.5317139328
Rosedale-Moore Park,Semi-Detached,2023Q1,3962924.4004748184
Rosedale-Moore Park,Semi-Detached,2023Q2,3910442.0916022146
Rosedale-Moore Park,Semi-Detached,2023Q3,3700079.6933581973
Rouge E10,Att/Row/Twnhouse,2022Q1,986263.953925976
Rouge E10,Att/Row/Twnhouse,2022Q2,1111907.6753902466
Rouge E10,Att/Row/Twnhouse,2022Q3,1131340.0743228707
Rouge E10,Att/Row/Twnhouse,2022Q4,1119505.073630364
Rouge E10,Att/Row/Twnhouse,2023Q1,1148416.1967549943
Rouge E10,Att/Row/Twnhouse,2023Q2,1132304.5260786002
Rouge E10,Att/Row/Twnhouse,2023Q3,1083139.9648799256
Rouge E10,Detached,2022Q1,1481577.773210754
Rouge E10,Detached,2022Q2,1595510.7724699168
Rouge E10,Detached,2022Q3,1661522.4118880494
Rouge E10,Detached,2022Q4,1757917.918839639
Rouge E10,Detached,2023Q1,1852131.318285952
Rouge E10,Detached,2023Q2,1855119.4644546115
Rouge E10,Detached,2023Q3,1807583.393752938
Rouge E10,Semi-Detached,2022Q1,833063.6315082504
Rouge E10,Semi-Detached,2022Q2,874018.6049062344
Rouge E10,Semi-Detached,2022Q3,952289.4340466813
Rouge E10,Semi-Detached,2022Q4,1105629.769928206
Rouge E10,Semi-Detached,2023Q1,1183954.771776507
Rouge E10,Semi-Detached,2023Q2,1208741.9327905925
Rouge E10,Semi-Detached,2023Q3,1249830.9523558456
Rouge E11,Att/Row/Twnhouse,2022Q1,1085706.9660475114
Rouge E11,Att/Row/Twnhouse,2022Q2,1174921.5802102196
Rouge E11,Att/Row/Twnhouse,2022Q3,1260292.781385473
Rouge E11,Att/Row/Twnhouse,2022Q4,1287963.7199741344
Rouge E11,Att/Row/Twnhouse,2023Q1,1387105.4252262486
Rouge E11,Att/Row/Twnhouse,2023Q2,1401478.8028105542
Rouge E11,Att/Row/Twnhouse,2023Q3,1388950.9908672739
Rouge E11,Condo Apt,2022Q1,584614.8604059995
Rouge E11,Condo Apt,2022Q2,658106.9589684302
Rouge E11,Condo Apt,2022Q3,688986.1723468994
Rouge E11,Condo Apt,2022Q4,697672.0181131023
Rouge E11,Condo Apt,2023Q1,741998.5037548296
Rouge E11,Condo Apt,2023Q2,784661.343989584
Rouge E11,Condo Apt,2023Q3,803226.3316912296
Rouge E11,Detached,2022Q1,1387614.4474738599
Rouge E11,Detached,2022Q2,1490179.5956975867
Rouge E11,Detached,2022Q3,1532509.553251749
Rouge E11,Detached,2022Q4,1521075.8727114997
Rouge E11,Detached,2023Q1,1527417.5952723077
Rouge E11,Detached,2023Q2,1516721.0487444147
Rouge E11,Detached,2023Q3,1509462.4771796353
Rouge E11,Semi-Detached,2022Q1,1094986.5199289871
Rouge E11,Semi-Detached,2022Q2,1245764.0912811945
Rouge E11,Semi-Detached,2022Q3,1255715.112725079
Rouge E11,Semi-Detached,2022Q4,1188031.122592789
Rouge E11,Semi-Detached,2023Q1,1189584.7103444673
Rouge E11,Semi-Detached,2023Q2,1195002.4788960908
Rouge E11,Semi-Detached,2023Q3,1096894.7575263071
Runnymede-Bloor West Village,Detached,2022Q1,1945574.1990742888
Runnymede-Bloor West Village,Detached,2022Q2,2015884.7562533277
Runnymede-Bloor West Village,Detached,2022Q3,2095574.0478790055
Runnymede-Bloor West Village,Detached,2022Q4,2058909.6320216751
Runnymede-Bloor West Village,Detached,2023Q1,2149846.318941676
Runnymede-Bloor West Village,Detached,2023Q2,2158630.177768654
Runnymede-Bloor West Village,Detached,2023Q3,2137945.382436219
Runnymede-Bloor West Village,Semi-Detached,2022Q1,1575475.223086384
Runnymede-Bloor West Village,Semi-Detached,2022Q2,1602476.8395636063
Runnymede-Bloor West Village,Semi-Detached,2022Q3,1661756.654001868
Runnymede-Bloor West Village,Semi-Detached,2022Q4,1661320.1076223457
Runnymede-Bloor West Village,Semi-Detached,2023Q1,1943678.8720798574
Runnymede-Bloor West Village,Semi-Detached,2023Q2,1949186.498949625
Runnymede-Bloor West Village,Semi-Detached,2023Q3,1970521.2012887152
Rustic,Detached,2022Q1,1450149.8100009433
Rustic,Detached,2022Q2,1610207.2062282113
Rustic,Detached,2022Q3,1700847.4545657537
Rustic,Detached,2022Q4,1730949.5833630355
Rustic,Detached,2023Q1,1740429.1229400078
Rustic,Detached,2023Q2,1746192.5493311319
Rustic,Detached,2023Q3,1723822.2438794714
Scarborough Village,Condo Apt,2022Q1,535992.8036140971
Scarborough Village,Condo Apt,2022Q2,593837.5431899414
Scarborough Village,Condo Apt,2022Q3,650497.4026337912
Scarborough Village,Condo Apt,2022Q4,678595.4840626466
Scarborough Village,Condo Apt,2023Q1,737224.2260321762
Scarborough Village,Condo Apt,2023Q2,788203.3885390629
Scarborough Village,Condo Apt,2023Q3,824263.7783722093
Scarborough Village,Detached,2022Q1,1617363.5111908286
Scarborough Village,Detached,2022Q2,1907871.9827727983
Scarborough Village,Detached,2022Q3,1973674.2161236636
Scarborough Village,Detached,2022Q4,1667805.97186628
Scarborough Village,Detached,2023Q1,1808608.5838361897
Scarborough Village,Detached,2023Q2,2189664.5929233464
Scarborough Village,Detached,2023Q3,2013616.255482166
South Parkdale,Condo Apt,2022Q1,576140.7108754311
South Parkdale,Condo Apt,2022Q2,589198.6819453614
South Parkdale,Condo Apt,2022Q3,552788.3843169981
South Parkdale,Condo Apt,2022Q4,584643.122587393
South Parkdale,Condo Apt,2023Q1,631881.4585985946
South Parkdale,Condo Apt,2023Q2,796001.9494893173
South Parkdale,Condo Apt,2023Q3,865677.8695734099
South Parkdale,Detached,2022Q1,2244834.842931532
South Parkdale,Detached,2022Q2,2680227.003988804
South Parkdale,Detached,2022Q3,2907650.1311396584
South Parkdale,Detached,2022Q4,2880970.851445986
South Parkdale,Detached,2023Q1,3069411.459965142
South Parkdale,Detached,2023Q2,2922705.783525427
South Parkdale,Detached,2023Q3,2749644.6727773165
South Parkdale,Semi-Detached,2022Q1,1670417.146116979
South Parkdale,Semi-Detached,2022Q2,1708335.4904181864
South Parkdale,Semi-Detached,2022Q3,1742015.9640158953
South Parkdale,Semi-Detached,2022Q4,1749747.4035121677
South Parkdale,Semi-Detached,2023Q1,1772203.959417823
South Parkdale,Semi-Detached,2023Q2,1888953.4720276254
South Parkdale,Semi-Detached,2023Q3,1960841.4515420902
South Riverdale,Att/Row/Twnhouse,2022Q1,1775447.5578109461
South Riverdale,Att/Row/Twnhouse,2022Q2,1842181.2625824069
South Riverdale,Att/Row/Twnhouse,2022Q3,1920721.371465497
South Riverdale,Att/Row/Twnhouse,2022Q4,1936250.78340798
South Riverdale,Att/Row/Twnhouse,2023Q1,2112218.4551864252
South Riverdale,Att/Row/Twnhouse,2023Q2,2083976.4175971856
South Riverdale,Att/Row/Twnhouse,2023Q3,2116093.166169982
South Riverdale,Condo Apt,2022Q1,921371.4978405741
South Riverdale,Condo Apt,2022Q2,964244.5112289349
South Riverdale,Condo Apt,2022Q3,1085328.4199544208
South Riverdale,Condo Apt,2022Q4,1113735.2706673546
South Riverdale,Condo Apt,2023Q1,1259933.4517723373
South Riverdale,Condo Apt,2023Q2,1380685.2589353416
